response_id,respondent_id,survey_id,country,region,gender,age,education_level,employment_status,completion_status,submission_timestamp,source_system,q1_democracy,q2_economy,q3_trust_govt,q4_corruption,q5_election_fairness
7a34ae70-8180-4aaf-aec7-27f7c365a33c,bdd640fb-0667-4ad1-9c80-317fa3b1799d,survey_242,Algeria,Johnberg,Male,35.0,Tertiary,Employed,completed,2026-05-14T10:40:31,field_tool,5,Bad,5,Medium,1
ab05726b-efc6-4612-8326-886c033ca9e4,8b9d2434-e465-4150-bd9c-66b3ad3c2d6d,survey_127,Algeria,New Roberttown,Male,32.0,Tertiary,Employed,completed,2026-05-14T10:40:26,field_tool,5,Very Good,2,Medium,5
c43e5fe0-fd36-43df-871f-1a967fb9d076,9a1de644-815e-46d1-bb8f-aa1837f8a88b,survey_263,Algeria,New Jamesside,Female,18.0,Tertiary,Unemployed,completed,2026-05-14T10:43:13,field_tool,3,Good,2,High,3
aaed84c7-bcf6-4f68-b8b0-b03df0b3280b,47378190-96da-4dac-b2ff-5d2a386ecbe0,survey_452,Algeria,Port Lindachester,Male,24.0,Tertiary,Unemployed,completed,2026-05-14T10:42:33,field_tool,1,Very Good,5,High,4
b38e751b-f6a5-42cb-8163-4b070e60f625,f50bea63-371e-4d7b-a7cd-813047229389,survey_982,Algeria,Curtisfurt,Male,71.0,Secondary,Self-employed,completed,2026-05-14T10:40:28,field_tool,2,Bad,1,Low,2
92cdf197-e9c8-45e2-8f33-e888c12ac334,9a8dca03-580d-4b71-98f5-64135be6128e,survey_203,Algeria,Lindsaymouth,Female,72.0,Secondary,Unemployed,completed,2026-05-14T10:44:13,field_tool,4,Good,2,Medium,3
587b2870-c63b-43e1-91de-258097996b0f,60e7a113-ec1b-4ca1-b91e-1d4c1ff49b78,survey_763,Algeria,New Kellystad,Male,62.0,Primary,Self-employed,completed,2026-05-14T10:44:34,field_tool,2,Neutral,2,Medium,4
17b4a803-f8fc-486e-b598-f680e5df690c,0bbb2599-11ce-4dd2-b45e-d1f03139d32c,survey_324,Algeria,Port Keith,Female,58.0,Tertiary,Unemployed,completed,2026-05-14T10:40:19,field_tool,1,Neutral,1,Medium,4
bc5400d7-f352-48a3-af42-f1f3e6eaeada,19db3ad0-ddd1-4fb2-bb98-2ef8daf61a26,survey_422,Algeria,Ramirezstad,Female,54.0,Primary,Self-employed,completed,2026-05-14T10:41:02,field_tool,4,Very Good,4,High,3
c80d5b20-eae3-45d4-91dc-be58a894dcfe,ab9099a4-35a2-40ae-9af3-05535ec42e08,survey_864,Algeria,Jacquelineland,Male,53.0,Tertiary,Unemployed,completed,2026-05-14T10:44:50,field_tool,5,Very Good,3,High,2
0475b7a9-2017-4d3f-9266-34a01bab59b5,baa80dd4-88bd-4407-abcf-be01a28defe3,survey_256,Algeria,East Steven,Female,21.0,Tertiary,Employed,completed,2026-05-14T10:41:57,field_tool,4,Bad,4,Medium,5
67e46aac-4385-4ae9-bdbb-74e156bf7bf3,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,survey_111,Algeria,Lake Mark,Female,53.0,Tertiary,Self-employed,completed,2026-05-14T10:40:07,field_tool,1,Good,3,High,3
dec6d2ea-e040-4c18-8d84-b47ef975d7fc,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,survey_996,Algeria,Richardland,Female,18.0,Tertiary,Unemployed,completed,2026-05-14T10:41:27,field_tool,5,Neutral,5,High,3
9ce4715d-ab21-4fb5-ad8c-1edd5aac04f0,e059a0ee-9132-463e-b162-87e4e9c349e0,survey_897,Algeria,Jasonfort,Male,66.0,Tertiary,Employed,completed,2026-05-14T10:43:01,field_tool,5,Good,4,High,1
a897da0a-e4c7-42e7-ae98-af5225138fcf,757750a9-a491-40b2-aa1f-ca65e27a984d,survey_345,Algeria,West Donald,Female,71.0,Primary,Employed,completed,2026-05-14T10:44:26,field_tool,5,Bad,1,Low,4
f2db14e8-b29c-4834-9e83-63fb12ec5428,95a76d79-bf3c-4c06-8343-08bc89fa6a68,survey_231,Algeria,Hurstfurt,Male,52.0,Tertiary,Unemployed,completed,2026-05-14T10:42:44,field_tool,5,Neutral,3,Low,5
eadf1f13-0762-4d3c-abaa-f806e12ef120,2369b584-ff5e-4ff0-bf50-bde4382567b8,survey_806,Algeria,Daviston,Female,52.0,Primary,Self-employed,completed,2026-05-14T10:40:35,field_tool,3,Very Good,3,Medium,5
582af548-51ae-4b91-a7d8-1a958f60b372,cac5b68c-28f4-4481-a0a0-4dc427209bdf,survey_121,Algeria,Carlsonfurt,Female,32.0,Tertiary,Self-employed,completed,2026-05-14T10:42:54,field_tool,2,Neutral,1,High,1
59661288-862e-46a6-a6e9-afe6aab886aa,877409a9-77d2-4e02-bf01-cf99988c24c9,survey_172,Algeria,Tashatown,Male,20.0,Tertiary,Employed,completed,2026-05-14T10:45:27,field_tool,3,Very Good,2,Low,2
2b2b7b4a-4c71-4430-ad79-34b6d1ba3e20,e2817efd-ae84-4217-9d53-434bb88139b9,survey_294,Algeria,Kaylamouth,Female,48.0,Primary,Employed,completed,2026-05-14T10:40:36,field_tool,4,Good,4,Medium,4
d845a887-026c-417a-b47c-34332935ba10,74273ca3-287d-46ca-af4c-c69a4b22d308,survey_512,Algeria,Lake Nancyview,Male,59.0,Tertiary,Unemployed,completed,2026-05-14T10:43:55,field_tool,1,Neutral,2,High,5
7ae129db-d078-4708-877d-9860af084e84,e9a1fa6f-81f7-4d1c-adbc-2134c30ff46e,survey_355,Algeria,Port Colleenhaven,Female,29.0,Primary,Unemployed,completed,2026-05-14T10:44:50,field_tool,5,Bad,1,Low,5
0ea3a32b-c731-4187-9525-36a4cba21db1,c333e861-5fb8-416c-a720-797d32ebd689,survey_270,Algeria,New Stephanie,Male,66.0,Secondary,Unemployed,completed,2026-05-14T10:44:10,field_tool,4,Neutral,4,High,2
2facc168-aa08-4ca7-9b5e-9de0ba33b382,52fbe43b-9954-4eb4-8025-7ad1eb2263dd,survey_902,Algeria,Smithstad,Female,,Secondary,Unemployed,completed,2026-05-14T10:42:16,field_tool,4,Very Good,2,High,3
c6ca0882-cba1-4c65-9abe-5b1aae0f8512,e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,survey_162,Algeria,North Jessicaland,Male,55.0,Tertiary,Unemployed,completed,2026-05-14T10:44:11,field_tool,1,Bad,5,Medium,5
4fc95ae2-f5e6-4803-aa34-527142a52343,a8e56e0c-20de-435d-a031-d750c40db9b4,survey_290,Algeria,Arroyoburgh,Male,50.0,Primary,Self-employed,completed,2026-05-14T10:41:54,field_tool,1,Neutral,4,High,5
ab2470d9-a637-447d-ad15-1c4a8a52a6e8,6c52c49f-9b49-4d26-9f57-c59a8715a103,survey_529,Algeria,New Karina,Male,20.0,Tertiary,Self-employed,completed,2026-05-14T10:45:32,field_tool,5,Good,3,High,3
ef714f03-4af9-4539-a3cf-5f65679ee81d,66245bfa-4fcc-439a-b683-d2e6337ea2df,survey_407,Algeria,Samuelhaven,Male,26.0,Secondary,Unemployed,completed,2026-05-14T10:43:30,field_tool,1,Bad,4,Low,5
e119455e-2e1a-44ce-bd4a-d2ca9e18214a,1064005c-3985-43cf-bf76-be1d1efa2197,survey_235,Algeria,Andrewside,Male,31.0,Secondary,Employed,completed,2026-05-14T10:41:36,field_tool,2,Good,3,High,4
f8093aec-181a-422a-8e17-4b4bc0ba5b28,122c9a56-01d7-4256-b860-2ab696a402f2,survey_108,Algeria,East Carloston,Female,69.0,Tertiary,Self-employed,completed,2026-05-14T10:42:28,field_tool,3,Bad,2,Medium,1
c622d892-52ca-474b-83a3-8930d84df24a,474a493b-3ced-4f2d-839f-bc501223b513,survey_719,Algeria,Lewisberg,Male,27.0,Primary,Self-employed,completed,2026-05-14T10:44:31,field_tool,3,Neutral,3,Low,4
9731bd70-a28b-478e-b740-92be9be208c1,c8dcd19f-3e35-4128-b900-f7f993829b43,survey_749,Algeria,Aguirreborough,Female,72.0,Secondary,Unemployed,completed,2026-05-14T10:40:27,field_tool,1,Bad,3,High,3
e7650e43-7545-4fe3-895d-dba2f7385a4c,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,survey_674,Algeria,Jenkinston,Male,53.0,Primary,Employed,completed,2026-05-14T10:45:23,field_tool,1,Neutral,5,High,3
3768629c-6681-48d2-953c-ac6599c32e09,1931e9ee-a56c-4941-bbf2-4050a748dbcf,survey_915,Algeria,South Jessicaville,Male,20.0,Primary,Unemployed,completed,2026-05-14T10:41:46,field_tool,2,Neutral,1,Medium,5
bde33779-f3df-4112-bf87-878eccb3d77d,72d8567d-894a-45e4-b0b1-87ef310c0c00,survey_342,Algeria,South Isaiah,Female,65.0,Primary,Employed,completed,2026-05-14T10:43:35,field_tool,4,Bad,2,Low,3
d8157ce1-9b0a-4773-9073-efcdb368a0e6,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,survey_354,Algeria,Mortonside,Female,73.0,Secondary,Employed,completed,2026-05-14T10:40:29,field_tool,1,Very Good,1,Medium,2
6f96aa35-a58d-4be2-9acc-fdb4630ef9eb,8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,survey_940,Algeria,North Sarabury,Male,47.0,Primary,Employed,completed,2026-05-14T10:41:04,field_tool,1,Neutral,4,Medium,3
652a1cfb-653b-462d-8cac-35adcaa2bfce,36b82481-7b3a-4e3e-bc52-fa17680ac07a,survey_621,Algeria,Barreraburgh,Male,35.0,Secondary,Self-employed,completed,2026-05-14T10:42:53,field_tool,5,Good,1,High,3
